id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Price,Retail,LogPrice,LogRetail
1745,1.01,AGSL,SI1,K, ,60,FALSE,6.55x6.53x3.93,Excellent,Botswana,Round,Excellent,NA,1,4225,6905,8.34877453979127,8.84000106584339
1746,1.01,AGSL,SI1,K, ,60.3,TRUE,6.47x6.41x3.89,Excellent,DR Congo,Round,Very good,NA,3,4225,460,8.34877453979127,6.13122648948314
1747,0.7,NA,VS1,E, ,59.7,FALSE,5.65x5.71x3.39,Excellent,Russia,Round,Good,60,1,3510,5380,8.16337131645991,8.59044365315583
1748,1.01,AGSL,VVS2,K, ,64.5,FALSE,6.29x6.26x4.04,Very good,Russia,Round,Very good,57,1,4230,7165,8.34995727204032,8.87696334026227
1749,0.73,AGSL,VS2,D, ,61.8,FALSE,5.74x5.78x3.56,Very good,Zimbabwe,ROUND,Very good,NA,3,4115,6525,8.32239411311117,8.78339623219089
1750,0.8,AGSL,SI1,E, ,58.9,FALSE,6.1x6.08x3.59,Excellent,Russia,Round,Very good,61,1,4250,7015,8.35467426191846,8.85580599253656
1751,0.8,AGSL,SI1,E, ,62.4,FALSE,5.94x5.89x3.69,Excellent,Botswana,Marquise,Very good,57,2,4250,7005,8.35467426191846,8.85437945877111
1752,0.8,AGSL,SI1,E, ,61.7,TRUE,6x5.95x3.69,Very good,DR Congo,Princess,Very good,55,2,4250,770,8.35467426191846,6.64639051484773
1753,1.02,GemEx,VS2,K, ,62.3,FALSE,6.45x6.4x4.01,Very good,Russia,Round,Very good,58,2,4260,6505,8.35702443926342,8.78032639094661
1754,0.92,AGSL,SI2,F, ,64.3,FALSE,6.08x6.03x3.89,Excellent,DR Congo,Round,Excellent,59,1,4275,5445,8.36053938137086,8.60245303536706
1755,0.91,AGSL,SI2,F, ,62.6,FALSE,6.18x6.09x3.84,Excellent,Australia,Round,Very good,57,1,4295,7080,8.36520683441836,8.86502918668777
1756,0.7,AGSL,VS2,G, ,59.4,FALSE,5.76x5.72x3.41,Excellent,Botswana,Princess,Very good,NA,3,4295,6630,8.36520683441836,8.79936008317991
1757,1.08,AGSL,SI1,L, ,60,FALSE,6.67x6.64x4,Excellent,Russia,Princess,Excellent,59,1,4300,7285,8.36637030168165,8.89357271862931
1758,0.85,AGSL,VS1,G,Good,61.6,FALSE,5.97x6.02x3.69,Very good,Russia,Pear,Excellent,65,1,4325,7800,8.37216741936598,8.96187901267768
1759,1.01,AGSL,VS1,K, ,62.4,FALSE,6.37x6.31x3.96,Excellent,Russia,Princess,Good,56,2,4330,7335,8.37332282099653,8.90041269057708
1760,1.01,AGSL,SI2,J, ,60.3,FALSE,6.5x6.47x3.91,Excellent,South Africa,Radiant,Very good,60,1,4330,7275,8.37332282099653,8.89219909203969
1761,0.68,AGSL,VVS2,D, ,NA,FALSE,5.58x5.6x3.48,Very good,Canada,Emerald,Excellent,60,1,4330,7145,8.37332282099653,8.87416809036397
1762,0.8,AGSL,VS1,E, ,65.2,FALSE,5.82x5.77x3.78,Excellent,Botswana,Round,Very good,56,1,4335,5585,8.37447688921464,8.6278397115033
1763,1.01,AGSL,SI1,K, ,59.5,FALSE,6.58x6.54x3.9,Excellent,Russia,Round,Excellent,60,3,4345,7360,8.37678103769949,8.90381521172292
1764,0.9,NA,VS1,I, ,NA,FALSE,6.05x6.12x3.88, ,Russia,Round, ,55,2,3605,4560,8.19007704971905,8.42507790250843
1765,0.9,AGSL,VS2,I, ,63.4,FALSE,6.18x6.11x3.9,Very good,Russia,Asscher,Very good,58,1,4345,5540,8.37678103769949,8.61974977974133
1766,1.12,AGSL,SI1,K, ,65.9,FALSE,6.44x6.46x4.25, ,Russia,Emerald, ,56,1,4350,7370,8.37793112408273,8.90517298518338
1767,1.24,AGSL,SI1,M, ,61.1,FALSE,6.94x6.96x4.25, ,Russia,Radiant, ,NA,3,4360,7385,8.38022733634308,8.90720619496548
1768,0.91,AGSL,VS2,K, ,NA,FALSE,6.03x5.97x3.89,Excellent,Angola,Round,Good,58,1,4370,7210,8.38251828808963,8.88322423027899
1769,1.06,AGSL,VS1,L, ,NA,FALSE,6.66x6.62x3.98,Excellent,Australia,Round,Excellent,NA,1,4370,7405,8.38251828808963,8.9099107267019
1770,0.9,GemEx,SI1,G, ,63.5,FALSE,6.14x6.1x3.88,Very good,Russia,Round,Very good,57,2,4370,7210,8.38251828808963,8.88322423027899
1771,1.03,AGSL,VS2,K, ,61.8,FALSE,6.48x6.47x4,Excellent,Australia,Round,Excellent,58,1,4370,7400,8.38251828808963,8.90923527919226
1772,1.01,AGSL,SI1,J, ,60.8,FALSE,6.44x6.4x3.9,Excellent,Angola,Round,Very good,NA,1,4380,7420,8.38480400337049,8.91193433616143
1773,1.13,AGSL,SI1,L, ,62.7,FALSE,6.66x6.64x4.17,Excellent,Australia,Round,Excellent,NA,2,4380,7415,8.38480400337049,8.91126025457203
1774,1,AGSL,VVS2,K, ,64.2,FALSE,6.22x6.26x4.01,Very good,Australia,Asscher,Very good,58,2,4385,7425,8.38594490480628,8.9126079636709
1775,0.8,AGSL,VVS1,H, ,62.7,FALSE,5.89x5.87x3.68,Excellent,Russia,Emerald,Excellent,57,2,4385,7230,8.38594490480628,8.88599431515281
1776,0.7,AGSL,VVS1,G, ,61.9,FALSE,5.67x5.71x3.53,Excellent,Angola,Round,Excellent,NA,2,4390,7240,8.38708450606922,8.88737648537976
1777,1.01,AGSL,SI2,J, ,64.9,FALSE,6.2x6.33x4.06, ,Russia,Emerald, ,NA,1,4395,7445,8.38822281011928,8.91529794511811
1778,1.21,AGSL,SI2,K, ,60.8,FALSE,6.88x6.84x4.17,Very good,DR Congo,Round,Good,58,2,4395,6940,8.38822281011928,8.84505705350085
1779,1.08,AGSL,SI2,K, ,62.4,FALSE,6.56x6.52x4.08,Excellent,Botswana,Round,Excellent,57,2,4405,6370,8.39049553837028,8.75935474856621
1780,1.06,AGSL,I1,I, ,58.2,FALSE,6.65x6.7x3.88,Very good,Russia,Round,Very good,60,1,4405,7465,8.39049553837028,8.91798070997329
1781,1.01,AGSL,SI1,K, ,62,FALSE,6.44x6.41x3.99,Excellent,Canada,Princess,Excellent,57,1,4405,7465,8.39049553837028,8.91798070997329
1782,0.8,AGSL,SI1,E, ,62.5,FALSE,5.95x5.92x3.71,Excellent,Botswana,Pear,Excellent,56,1,4405,7055,8.39049553837028,8.86149186428691
1783,1.01,AGSL,VS2,K, ,62.1,FALSE,6.44x6.4x3.99,Very good,Russia,Round,Excellent,NA,1,4410,6650,8.39162996844089,8.8023721336499
1784,0.9,AGSL,VS1,I, ,NA,FALSE,6.1x6.07x3.91,Excellent,Botswana,ROUND,Excellent,NA,2,4410,4740,8.39162996844089,8.46379241468912
1785,0.9,AGSL,SI1,H, ,63,FALSE,6.13x6.1x3.85,Very good,Russia,Round,Very good,56,2,4435,7315,8.39728289474368,8.89768231345422
1786,1.02,AGSL,SI2,I, ,62.9,FALSE,6.31x6.35x3.98, ,Russia,Uncut, ,NA,1,2225,2225,7.70751219460034,7.70751219460034
1787,1.06,AGSL,SI2,K, ,62.6,FALSE,6.49x6.54x4.08, ,South Africa,Round, ,56,3,4440,6405,8.39840965542627,8.76483421433083
1788,0.71,GemEx,VVS2,D, ,62.1,FALSE,5.68x5.72x3.54,Very good,Botswana,Princess,Excellent,NA,1,4440,6930,8.39840965542627,8.84361509218395
1789,1.02,AGSL,VS2,K, ,62.5,FALSE,6.46x6.42x4.03,Excellent,DR Congo,Marquise,Excellent,NA,2,4455,6935,8.40178233990491,8.84433633274893
1790,0.81,AGSL,SI1,E, ,59.5,FALSE,6.09x6.05x3.61,Excellent,Australia,Round,Excellent,61,1,4460,7360,8.40290404501411,8.90381521172292
1791,0.73,AGSL,VS2,E, ,61.4,FALSE,5.81x5.82x3.57, ,Australia,Radiant, ,NA,1,4470,7375,8.40514368760761,8.90585118120802
1792,0.71,AGSL,VVS1,F, ,62.1,FALSE,5.72x5.69x3.54,Excellent,Botswana,Round,Excellent,58,1,4475,7335,8.40626163070896,8.90041269057708
1793,1.07,AGSL,SI2,K, ,61.8,FALSE,6.52x6.56x4.04, ,Canada,Round, ,57,1,4485,7595,8.4084937744929,8.93524541502987
1794,1.07,AGSL,SI2,K, ,62.7,FALSE,6.49x6.55x4.09, ,Canada,Radiant, ,57,3,4485,7595,8.4084937744929,8.93524541502987
1795,1,AGSL,SI2,F, ,66.8,FALSE,6.05x6.13x4.07, ,Russia,Round, ,58,3,4500,7625,8.41183267575841,8.93918760147561
1796,0.8,NA,VVS2,F, ,64.4,FALSE,5.81x5.8x3.74,Excellent,DR Congo,Round,Very good,55,1,3790,4680,8.24012129807647,8.45105338891169
1797,1,AGSL,SI2,J, ,61.3,FALSE,6.46x6.42x3.95,Excellent,Russia,Round,Excellent,59,3,4545,7700,8.42178300661158,8.94897560784178
1798,1,AGSL,SI2,I, ,60.4,FALSE,6.47x6.5x3.92, ,Canada,Princess, ,57,2,4560,7725,8.42507790250843,8.95221710176595
1799,1.03,AGSL,VS2,K, ,60.3,FALSE,6.57x6.54x3.95,Excellent,Russia,Marquise,Excellent,NA,3,4560,7725,8.42507790250843,8.95221710176595
1800,1.03,AGSL,VS2,K, ,62.1,FALSE,6.5x6.46x4.02,Excellent,Russia,Radiant,Excellent,NA,2,4560,7725,8.42507790250843,8.95221710176595
1801,1,AGSL,SI2,I, ,NA,FALSE,6.43x6.49x3.97, ,Russia,Oval, ,57,3,4560,7725,8.42507790250843,8.95221710176595
1802,0.9,AGSL,SI2,E, ,62.5,FALSE,6.16x6.11x3.84,Excellent,Russia,Asscher,Very good,55,2,4570,7540,8.42726848388825,8.927977461002
1803,1.01,GemEx,VS1,K, ,61.4,FALSE,6.43x6.44x3.95, ,Russia,Round, ,59,3,4595,7780,8.43272403478979,8.95931161717244
1804,1.01,AGSL,SI2,J, ,61.7,FALSE,6.44x6.42x3.97,Excellent,Russia,Round,Excellent,59,1,4595,7780,8.43272403478979,8.95931161717244
1805,1.01,AGSL,VVS1,K, ,NA,FALSE,6.39x6.34x4.04,Excellent,Botswana,Marquise,Excellent,56,1,4605,7785,8.43489794868941,8.9599540842681
1806,0.8,AGSL,VVS1,H, ,62.7,FALSE,5.94x5.86x3.7,Excellent,Russia,Round,Very good,56,2,4605,7515,8.43489794868941,8.92465630218707
1807,0.8,AGSL,VVS2,H, ,62.2,FALSE,5.91x5.92x3.68, ,Botswana,Round, ,57,2,4610,7570,8.43598313599069,8.9319483464315
1808,0.8,AGSL,VS2,E, ,63.3,FALSE,5.84x5.81x3.68,Excellent,Botswana,Round,Excellent,59,3,4610,7345,8.43598313599069,8.90177508860798
1809,0.8,AGSL,VVS2,H, ,NA,FALSE,5.92x5.96x3.71, ,Australia,Asscher, ,56,2,4610,7605,8.43598313599069,8.93656120469339
1810,1.03,AGSL,SI2,J, ,62.4,FALSE,6.48x6.46x4.04,Excellent,Botswana,Marquise,Excellent,NA,3,4620,7800,8.43814998407578,8.96187901267768
1811,1.05,AGSL,VS2,L, ,62.5,FALSE,6.47x6.52x4.06, ,Australia,Princess, ,57,2,4620,7825,8.43814998407578,8.96507901540835
1812,0.71,AGSL,VS1,G, ,NA,FALSE,5.78x5.75x3.45,Excellent,Russia,Round,Very good,NA,3,4640,7655,8.4424696452203,8.94311430809178
1813,0.91,NA,VS1,I, ,64,TRUE,6.13x6.09x3.91,Excellent,Angola,Pear,Very good,57,1,4040,450,8.3039999709552,6.10924758276437
1814,1.01,AGSL,SI2,J, ,60.9,FALSE,6.53x6.48x3.96,Excellent,Russia,Round,Excellent,59,3,4660,7890,8.44677072711969,8.97335141383992
1815,1.01,NA,SI2,J, ,NA,FALSE,6.45x6.42x3.96,Excellent,Botswana,Round,Excellent,60,1,4110,5420,8.32117830749028,8.59785109443369
1816,1.02,AGSL,VS2,L, ,NA,FALSE,6.5x6.54x3.97, ,DR Congo,Round, ,NA,2,4665,7875,8.44784311328144,8.97144846369383
1817,0.9,AGSL,SI1,I, ,60.5,FALSE,6.25x6.29x3.79,Excellent,DR Congo,Round,Very good,54,1,4315,7410,8.36985260351753,8.91058571829013
1818,0.9,AGSL,VS1,I, ,64.4,FALSE,5.98x6.07x3.88, ,Australia,Round, ,NA,2,4665,7700,8.44784311328144,8.94897560784178
1819,1.04,AGSL,VVS1,L, ,61.9,FALSE,6.49x6.52x4.03, ,Australia,ROUND, ,NA,2,4670,7910,8.44891435066294,8.9758830607617
1820,1.01,AGSL,VVS1,K, ,63.6,FALSE,6.36x6.32x4.03,Excellent,Russia,Round,Excellent,57,3,4675,7920,8.44998444172279,8.97714648480847
1821,1,AGSL,VS2,K, ,NA,FALSE,6.26x6.22x3.92,Excellent,Australia,Round,Good,60,2,4675,7405,8.44998444172279,8.9099107267019
1822,1,AGSL,VVS1,L, ,62,FALSE,6.37x6.42x3.96, ,Canada,Round, ,57,1,4675,7920,8.44998444172279,8.97714648480847
1823,0.9,AGSL,SI2,F, ,62.8,FALSE,6.07x6.13x3.83, ,Canada,Round, ,58,1,4680,7725,8.45105338891169,8.95221710176595
1824,1.02,AGSL,VS1,L, ,62.4,FALSE,6.42x6.46x4.02, ,Botswana,Oval , ,56,3,3865,7830,8.25971696102152,8.96571778898485
1825,1,AGSL,SI2,I, ,64.3,FALSE,6.3x6.33x4.06, ,Russia,Round, ,56,1,4700,7960,8.45531778769815,8.98218427883843
1826,0.72,AGSL,VS1,G, ,59.9,FALSE,5.84x5.81x3.49,Excellent,DR Congo,Oval ,Very good,58,1,3390,7680,8.1285852003745,8.94637482614172
1827,1.05,GemEx,VS2,K, ,62.2,FALSE,6.52x6.5x4.05,Excellent,Botswana,Round,Excellent,NA,1,4715,7730,8.45850419506756,8.95286414158147
1828,0.8,AGSL,VVS2,H, ,61.5,FALSE,5.95x5.97x3.67,Excellent,DR Congo,Round,Excellent,57,2,4720,6475,8.4595640785796,8.77570388656774
1829,1.01,AGSL,SI2,J, ,60.3,FALSE,6.5x6.47x3.91,Excellent,Canada,Princess,Excellent,60,1,4725,8000,8.46062283992784,8.98719682066197
1830,1.01,AGSL,VVS1,L, ,61.7,FALSE,6.41x6.44x3.97, ,Russia,ROUND, ,NA,2,4725,8000,8.46062283992784,8.98719682066197
1831,1.01,AGSL,VS1,K, ,NA,FALSE,6.48x6.44x3.94,Excellent,Canada,Radiant,Excellent,NA,2,4725,8000,8.46062283992784,8.98719682066197
1832,1.01,AGSL,SI1,J, ,NA,FALSE,6.48x6.43x3.97,Very good,Australia,Round,Very good,56,2,4730,8010,8.46168048148598,8.9884460400624
1833,0.91,AGSL,SI1,H, ,60.5,FALSE,6.25x6.28x3.79, ,Canada,Round, ,63,2,4735,7025,8.46273700562018,8.85723049420195
1834,1.17,AGSL,SI2,L, ,61.7,FALSE,6.78x6.81x4.19, ,Botswana,Oval, ,57,2,4735,8015,8.46273700562018,8.98907006504365
1835,1.1,AGSL,SI1,K, ,60.6,FALSE,6.69x6.66x4.04,Excellent,Canada,Princess,Excellent,59,1,4735,7570,8.46273700562018,8.9319483464315
1836,1.02,AGSL,VVS2,L, ,62.9,FALSE,6.37x6.41x4.02,Very good,Australia,Round,Excellent,58,1,3910,8015,8.27129265297941,8.98907006504365
1837,0.9,NA,SI2,D, ,64.4,FALSE,6.06x6.15x3.93, ,Russia,Round, ,53,2,3780,4970,8.23747928861363,8.51117511909067
1838,0.71,AGSL,VVS1,D, ,63.6,FALSE,5.61x5.66x3.58, ,Australia,Pear, ,59,1,4755,7845,8.46695197497949,8.96763166516713
1839,0.85,GemEx,SI2,D, ,NA,FALSE,6.08x6.13x3.74,Very good,Russia,Radiant,Good,57,1,4760,7855,8.46800294722547,8.96890555068972
1840,0.91,AGSL,SI2,E, ,62.3,FALSE,6.2x6.23x3.87, ,Australia,Princess, ,58,3,4760,7850,8.46800294722547,8.96826881077645
1841,0.73,GemEx,VS1,G, ,61.7,FALSE,5.82x5.78x3.58,Excellent,Botswana,Round,Very good,57,3,4770,5280,8.47010158388239,8.57168137670031
1842,0.73,AGSL,VS1,G, ,NA,TRUE,5.78x5.76x3.58,Excellent,DR Congo,Round,Excellent,NA,2,4770,720,8.47010158388239,6.5792512120101
1843,1.02,AGSL,SI2,J, ,NA,FALSE,6.47x6.43x3.97,Excellent,Russia,Oval,Excellent,NA,3,4770,8080,8.47010158388239,8.99714715151514
1844,1.13,AGSL,I1,E, ,NA,FALSE,6.59x6.63x4.24,Very good,Canada,Pear,Very good,57,2,4770,8085,8.47010158388239,8.99776577201121
1845,1.01,AGSL,VS2,J, ,62.9,FALSE,6.38x6.36x4,Very good,Russia,Emerald,Very good,58,1,4775,8090,8.47114925291483,8.99838401005254
1846,1.24,NA,SI2,L, ,59,TRUE,7.05x7.02x4.15,Excellent,Angola,Round,Excellent,60,1,3715,715,8.22013395715186,6.57228254269401
1847,1.2,AGSL,SI1,L, ,60.3,FALSE,6.9x6.88x4.16,Excellent,Australia,Round,Excellent,59,2,4780,8095,8.4721958254855,8.99900186611174
1848,0.8,AGSL,VVS2,F, ,NA,FALSE,5.93x5.89x3.72,Very good,Botswana,Cushion,Very good,56,2,4780,7535,8.4721958254855,8.9273141110606
1849,1.01,AGSL,SI2,J, ,NA,FALSE,6.45x6.41x3.96,Excellent,Zimbabwe,Cushion,Excellent,60,2,4790,6660,8.47428569040496,8.80387476353443
1850,0.9,AGSL,SI2,G,Very good,62.9,FALSE,6.09x6.15x3.85,Very good,DR Congo,Oval,Excellent,58,3,4795,7010,8.47532898731754,8.85509298002864
1851,1.02,AGSL,SI2,I, ,63.8,FALSE,6.29x6.33x4.03,Excellent,Russia,Oval,Excellent,58,2,4795,8120,8.47532898731754,9.00208543315572
1852,1.02,AGSL,SI2,I, ,64.1,FALSE,6.29x6.33x4.05, ,Russia,Round, ,NA,1,4795,5280,8.47532898731754,8.57168137670031
1853,0.8,AGSL,VS1,G, ,61.3,FALSE,5.95x5.97x3.65,Excellent,DR Congo,Pear,Excellent,59,1,4800,7145,8.47637119689598,8.87416809036397
1854,0.91,AGSL,SI2,D, ,63.4,FALSE,6.2x6.1x3.89,Very good,Russia,Princess,Very good,NA,2,4800,7915,8.47637119689598,8.97651497231511
1855,1.2,AGSL,VS2,L, ,NA,FALSE,6.77x6.79x4.22, ,Australia,Round, ,NA,2,4800,8135,8.47637119689598,9.00393101965314
1856,0.8,GemEx,VS1,G, ,59.3,FALSE,6.03x6.07x3.59, ,Australia,Marquise, ,NA,1,4810,7935,8.47845236309981,8.97903863296051
1857,1.06,AGSL,SI2,J, ,60.1,FALSE,6.64x6.59x3.98,Excellent,Russia,Princess,Excellent,59,1,4820,8165,8.48052920704465,9.00761200540457
1858,1.03,AGSL,VVS1,L, ,59.7,FALSE,6.59x6.62x3.94, ,Russia,Round, ,60,3,4820,8160,8.48052920704465,9.00699944795815
1859,1.03,AGSL,SI1,J, ,62,FALSE,6.54x6.52x4.05,Excellent,Russia,Oval,Excellent,NA,3,4825,8170,8.48156601377309,9.00822418785405
1860,0.8,AGSL,VS1,E, ,63.9,FALSE,5.83x5.76x3.7,Very good,Russia,Cushion,Very good,NA,2,4825,7965,8.48156601377309,8.98281222234415
1861,1.08,GemEx,SI2,K, ,59.4,FALSE,6.66x6.71x3.97, ,Russia,Pear, ,61,2,4825,8175,8.48156601377309,9.00883599576545
1862,0.9,AGSL,SI1,G, ,64.3,FALSE,6.04x6.13x3.91, ,DR Congo,Round, ,55,2,4840,7590,8.48466999971068,8.93458687038968
1863,0.9,AGSL,SI2,E, ,NA,FALSE,5.99x6.06x3.86, ,Australia,Radiant, ,NA,3,4840,7985,8.48466999971068,8.98532006064911
1864,0.9,NA,SI2,G,Excellent,62.3,FALSE,6.13x6.17x3.84,Excellent,Botswana,Round,Excellent,56,2,4210,6035,8.34521792667643,8.70533113353163
1865,0.8,AGSL,SI1,D, ,62,FALSE,5.9x5.94x3.67,Very good,Other/Unknown,Pear,Excellent,57,2,4815,8010,8.47949132423223,8.9884460400624
1866,0.8,NA,SI1,D, ,61.2,FALSE,5.91x6x3.65,Excellent,South Africa,Oval,Very good,NA,2,3700,5560,8.21608809863232,8.62335338724463
1867,0.81,GemEx,VS1,F, ,NA,FALSE,5.86x5.89x3.71, ,Botswana,Round, ,NA,2,4865,6675,8.4898219946201,8.80612448326845
1868,1,AGSL,VVS2,K, ,61.6,TRUE,6.42x6.46x3.97, ,DR Congo,Round, ,59,2,4865,530,8.4898219946201,6.27287700654617
1869,1,AGSL,VVS2,K, ,NA,FALSE,6.37x6.42x4, ,Canada,Emerald, ,59,1,4865,8240,8.4898219946201,9.01675562290352
1870,1.01,AGSL,VS1,J, ,63.9,FALSE,6.33x6.25x4.02,Very good,Russia,Radiant,Very good,58,2,4870,8250,8.49084921607663,9.01796847932873
1871,1.01,AGSL,SI1,J, ,61.5,TRUE,6.42x6.46x3.96,Excellent,DR Congo,Radiant,Excellent,58,1,4870,965,8.49084921607663,6.87212810133899
1872,1,AGSL,SI2,J, ,60,FALSE,6.48x6.53x3.91, ,DR Congo,Radiant, ,60,2,4870,7705,8.49084921607663,8.94962474775422
1873,1.01,AGSL,SI1,J, ,59.7,FALSE,6.55x6.53x3.91,Excellent,DR Congo,Round,Excellent,60,1,4870,7840,8.49084921607663,8.96699411334445
1874,0.9,AGSL,VS2,H, ,63.4,TRUE,6.14x6.1x3.88,Excellent,DR Congo,Round,Very good,NA,2,4875,590,8.49187538343195,6.38012253689976
1875,1.02,GemEx,VS1,L, ,61.6,FALSE,6.41x6.46x3.97, ,Canada,Emerald, ,60,1,4875,8260,8.49187538343195,9.01917986651502
1876,0.9,AGSL,SI2,G,Very good,62.5,FALSE,6.15x6.19x3.85,Excellent,Australia,Pear,Very good,58,2,4875,8895,8.49187538343195,9.09324460009994
1877,1.25,NA,SI2,K, ,62.4,FALSE,6.93x6.88x4.31,Excellent,Australia,Princess,Excellent,57,1,4840,6410,8.48466999971068,8.76561454991472
1878,0.8,AGSL,VS1,E, ,63.9,FALSE,5.83x5.8x3.72,Excellent,Russia,Marquise,Excellent,57,3,4890,8065,8.49494758246892,8.99528899055931
1879,1.12,AGSL,IF,M, ,59.9,FALSE,6.75x6.77x4.05, ,Botswana,Round, ,60,1,4890,7340,8.49494758246892,8.90109412160856
1880,1.01,AGSL,SI2,I, ,60.9,FALSE,6.49x6.47x3.95,Excellent,Botswana,Princess,Excellent,60,3,4890,7895,8.49494758246892,8.97398492668974
1881,0.8,AGSL,VS1,E, ,63.9,FALSE,5.85x5.83x3.73,Excellent,Botswana,Pear,Excellent,56,2,4890,7435,8.49494758246892,8.91395385889425
1882,1.21,AGSL,VVS2,M, ,NA,FALSE,6.78x6.81x4.22, ,Australia,Radiant, ,NA,2,4900,8295,8.49699048409872,9.02340820262454
1883,0.81,AGSL,VS2,E, ,61.2,FALSE,6.03x6x3.68,Excellent,Russia,Round,Very good,NA,1,4900,8085,8.49699048409872,8.99776577201121
1884,1.22,AGSL,SI2,K, ,63.8,FALSE,6.75x6.7x4.29,Excellent,Botswana,Princess,Excellent,57,1,4905,7865,8.49801037199946,8.97017781549238
1885,0.9,GemEx,SI1,G, ,62.6,FALSE,6.16x6.13x3.85,Excellent,Russia,Princess,Good,56,1,4905,8095,8.49801037199946,8.99900186611174
1886,1,AGSL,SI2,I, ,64,FALSE,6.24x6.27x4, ,Botswana,Round, ,57,1,4910,6935,8.49902922078857,8.84433633274893
1887,1,GemEx,SI2,I, ,62.9,FALSE,6.31x6.41x4, ,Australia,Princess, ,57,1,4910,8320,8.49902922078857,9.02641753381525
1888,1,AGSL,SI2,F, ,66,FALSE,6.12x6.18x4.06, ,Russia,Round, ,NA,1,4910,8320,8.49902922078857,9.02641753381525
1889,1.05,AGSL,VVS1,L, ,62.2,FALSE,6.44x6.5x4.02, ,DR Congo,Marquise, ,58,1,4910,7890,8.49902922078857,8.97335141383992
1890,1,AGSL,SI2,I, ,61.4,FALSE,6.32x6.33x3.88, ,Botswana,Marquise, ,59,3,4910,7650,8.49902922078857,8.94246092682058
1891,0.9,AGSL,SI1,E, ,57.5,FALSE,6.33x6.35x3.65, ,Canada,Round, ,65,1,4915,8110,8.50004703258127,9.00085314710946
1892,1.01,AGSL,SI2,J, ,59.5,FALSE,6.5x6.52x3.87, ,Russia,Round, ,61,2,4920,8335,8.50106380948635,9.02821879518489
1893,0.9,AGSL,SI1,J, ,63.1,FALSE,6.05x6x3.8,Excellent,Canada,Emerald,Very good,62,2,4920,8120,8.50106380948635,9.00208543315572
1894,1.01,AGSL,SI2,J, ,62.4,FALSE,6.38x6.42x3.99, ,Canada,Round, ,57,2,4920,8335,8.50106380948635,9.02821879518489
1895,1.01,AGSL,SI2,J, ,NA,FALSE,6.35x6.43x4.01, ,Botswana,Round, ,57,2,4920,8060,8.50106380948635,8.99466883550067
1896,1.01,GemEx,VS2,J, ,NA,FALSE,6.42x6.38x4.01,Excellent,Botswana,Round,Excellent,NA,2,4925,7870,8.50207955360619,8.97081334141145
1897,0.71,AGSL,VVS2,G, ,NA,FALSE,5.74x5.67x3.57,Excellent,South Africa,Round,Very good,NA,3,4925,7080,8.50207955360619,8.86502918668777
1898,1.01,AGSL,VS2,J, ,NA,FALSE,6.32x6.25x4,Excellent,Canada,Round,Very good,59,3,4925,6760,8.50207955360619,8.81877816903701
1899,0.91,NA,SI2,D, ,61.9,FALSE,6.21x6.14x3.82,Excellent,Russia,Round,Very good,NA,3,3835,7630,8.25192471380136,8.9398431242785
1900,1.01,GemEx,VS1,J, ,60.9,FALSE,6.51x6.44x3.94,Excellent,Russia,Round,Very good,60,2,4945,8380,8.50613224405681,9.03360319347613
1901,0.8,NA,VS1,E, ,NA,FALSE,5.84x5.81x3.72,Excellent,Botswana,Round,Excellent,NA,2,4490,5760,8.4096079807363,8.65869275368994
1902,1.15,AGSL,SI1,K, ,62.3,FALSE,6.72x6.69x4.18,Excellent,Russia,Princess,Excellent,57,1,4950,8380,8.50714285556274,9.03360319347613
1903,1.01,AGSL,SI2,I, ,58.1,FALSE,6.56x6.61x3.82, ,Angola,Round, ,63,3,4960,7265,8.50916101971897,8.89082357600438
1904,1.01,AGSL,SI2,I, ,62.9,FALSE,6.34x6.37x4, ,Russia,Emerald, ,NA,1,4960,6355,8.50916101971897,8.75699718362355
1905,1.01,AGSL,SI2,I, ,61.2,FALSE,6.46x6.43x3.94,Excellent,Canada,Pear,Excellent,61,2,4960,8400,8.50916101971897,9.03598698483141
1906,0.84,AGSL,SI1,E, ,62.2,FALSE,6.01x6.03x3.75,Excellent,Botswana,Round,Excellent,57,2,4960,6830,8.50916101971897,8.82907995256484
1907,1.01,AGSL,SI2,I, ,NA,FALSE,6.3x6.33x4.03, ,Canada,Round, ,NA,1,4960,8400,8.50916101971897,9.03598698483141
1908,1.01,AGSL,SI2,I, ,NA,FALSE,6.56x6.53x3.92,Excellent,Russia,Round,Excellent,59,2,4960,8385,8.50916101971897,9.03419967425731
1909,1,AGSL,SI2,E, ,NA,FALSE,6.18x6.22x4.08, ,Australia,Round, ,62,3,4975,8425,8.51218064959269,9.03895875522056
1910,1.2,AGSL,SI1,L, ,60.4,FALSE,6.91x6.89x4.17,Excellent,Russia,Round,Excellent,59,3,4975,8430,8.51218064959269,9.0395520509959
1911,1,AGSL,SI2,E, ,NA,FALSE,6.17x6.24x4.07, ,Canada,Round, ,55,2,4975,6925,8.51218064959269,8.84289333105554
1912,0.96,AGSL,VS1,I, ,NA,FALSE,6.21x6.16x3.99,Excellent,Russia,Princess,Very good,56,1,4980,8210,8.5131851700187,9.01310820244647
