id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers
9032,1.03,GemEx,SI1,E, ,59.1,NA,6.57x6.62x3.9,Excellent,Russia,Emerald,Excellent,61,2,NA
9033,1.13,AGSL,VVS2,H, ,60.4,NA,6.75x6.77x4.09,Excellent,Australia,Oval ,Excellent,59,4,NA
9034,1,AGSL,VS1,H, ,63.1,NA,6.32x6.26x3.97,Excellent,Russia,Emerald,Very good,58,2,NA
9035,1.33,AGSL,IF,J, ,61.3,NA,7.07x7.14x4.36,Excellent,Russia,Round,Very good,55,2,NA
9036,1.09,AGSL,SI1,E, ,59,NA,6.7x6.75x3.97,Excellent,Russia,Round,Excellent,62,3,NA
9037,1.01,NA,VVS1,G, ,62.3,NA,6.42x6.47x4.01,Excellent,Australia,Emerald,Very good,NA,4,NA
9038,1.21,AGSL,VS1,F, ,63.4,NA,6.76x6.8x4.3,Excellent,Canada,Princess,Excellent,NA,2,NA
9039,1.23,AGSL,SI2,E, ,NA,NA,6.87x6.9x4.24,Excellent,Russia,Round,Excellent,NA,3,NA
9040,1.4,AGSL,SI1,H, ,59.1,NA,7.3x7.31x4.32, ,Botswana,Marquise, ,59,4,NA
9041,1.4,AGSL,SI1,H, ,62.9,NA,7.15x7.11x4.49,Excellent,Canada,Round,Very good,NA,3,NA
9042,1.01,GemEx,VS2,D, ,59.5,NA,6.6x6.57x3.92,Excellent,Russia,Marquise,Excellent,60,2,NA
9043,1.32,GemEx,SI1,G, ,60.6,NA,7.11x7.06x4.3,Excellent,South Africa,Oval,Excellent,NA,3,NA
9044,1.22,GemEx,VS1,H, ,NA,NA,6.99x7.03x4.14,Very good,Canada,Round,Excellent,NA,2,NA
9045,1.32,AGSL,SI2,E, ,62.2,NA,7.02x7.04x4.38,Excellent,Russia,Radiant,Excellent,56,3,NA
9046,1.5,GemEx,SI2,I, ,62.6,FALSE,7.27x7.32x4.57,Excellent,Russia,Radiant,Excellent,57,4,NA
9047,2,AGSL,SI2,M, ,62.4,NA,7.98x8.02x4.99,Excellent,Australia,Emerald,Excellent,59,2,NA
9048,1.81,AGSL,SI2,K, ,62.3,NA,7.72x7.77x4.83, ,Russia,Round, ,NA,2,NA
9049,1.5,AGSL,SI2,G, ,60.3,NA,7.44x7.4x4.47,Excellent,Russia,Round,Excellent,60,4,NA
9050,1.18,AGSL,IF,H, ,61.3,FALSE,6.77x6.83x4.17, ,Russia,Oval , ,60,2,NA
9051,1.1,AGSL,SI1,E, ,60.1,NA,6.67x6.71x4.02,Excellent,Australia,Oval,Excellent,NA,3,NA
9052,1.3,AGSL,VS2,H, ,61.5,NA,6.98x7.01x4.3,Excellent,Russia,Asscher,Excellent,58,2,NA
9053,1.01,AGSL,VS1,D, ,62.7,NA,6.41x6.38x4.01,Excellent,Australia,Round,Good,56,3,NA
9054,1.14,AGSL,VS1,F, ,62,NA,6.65x6.69x4.14,Excellent,Botswana,Round,Excellent,NA,2,NA
9055,1.84,AGSL,SI2,K,Excellent,61,NA,7.89x7.92x4.82,Excellent,Russia,Round,Excellent,NA,4,NA
9056,1.55,AGSL,VS1,J, ,60.4,NA,7.5x7.47x4.52,Excellent,Australia,Round,Excellent,NA,3,NA
9057,1.51,AGSL,SI2,H, ,63,NA,7.27x7.3x4.59,Excellent,Angola,Round,Excellent,56,2,NA
9058,1.2,AGSL,VS1,G, ,61.4,FALSE,6.84x6.83x4.2,Excellent,Other/Unknown,Round,Excellent,NA,2,NA
9059,1.01,AGSL,VS1,E, ,62.9,NA,6.33x6.37x3.99,Excellent,Angola,Emerald,Very good,NA,2,NA
9060,1.09,AGSL,VVS2,G, ,60.9,NA,6.6x6.62x4.03, ,Russia,Princess, ,59,4,NA
9061,1.37,AGSL,IF,J, ,NA,NA,7.28x7.38x4.31,Very good,Australia,Round,Very good,60,3,NA
9062,1.07,AGSL,VVS2,G, ,62.1,NA,6.52x6.53x4.05, ,Other/Unknown,Round, ,60,3,NA
9063,1.7,AGSL,VS1,K, ,62.4,NA,7.58x7.61x4.74, ,Zimbabwe,Oval, ,NA,4,NA
9064,1.7,AGSL,SI2,I, ,64.3,NA,7.45x7.39x4.77,Excellent,Australia,Marquise,Very good,NA,2,NA
9065,1.33,AGSL,SI1,F, ,60.3,NA,7.11x7.13x4.29,Excellent,Russia,Emerald,Excellent,NA,2,NA
9066,1.52,AGSL,VS2,J,Excellent,61.7,NA,7.31x7.41x4.54,Very good,Canada,Round,Very good,58,4,NA
9067,1.51,AGSL,SI1,I, ,62.8,NA,7.3x7.33x4.6,Excellent,Other/Unknown,ROUND,Excellent,58,4,NA
9068,1.27,NA,SI1,E, ,59.8,NA,7.03x7.07x4.21,Excellent,Australia,Round,Excellent,59,4,NA
9069,1.53,AGSL,SI1,H, ,65.5,FALSE,7.05x7.09x4.63, ,Russia,Round, ,NA,2,NA
9070,1.41,AGSL,VVS1,I, ,62.6,NA,7.15x7.11x4.46,Excellent,Botswana,Round,Excellent,56,2,NA
9071,1.7,AGSL,SI2,J, ,NA,NA,7.63x7.66x4.71, ,Botswana,Oval, ,NA,3,NA
9072,1.5,AGSL,SI2,I,Very good,64.6,NA,7.15x7.21x4.64,Very good,South Africa,Asscher,Very good,NA,2,NA
9073,1.13,NA,VS2,D, ,62.8,NA,6.66x6.63x4.17,Excellent,Australia,Oval ,Excellent,57,4,NA
9074,1.4,GemEx,SI1,D, ,62,FALSE,7.14x7.16x4.43, ,Botswana,Round, ,57,3,NA
9075,1.1,AGSL,VVS2,G, ,61.7,NA,6.63x6.66x4.1, ,Australia,Round, ,57,3,NA
9076,1.51,NA,SI1,I, ,63.1,NA,7.28x7.32x4.61,Excellent,Australia,Radiant,Excellent,57,4,NA
9077,1.35,AGSL,VS1,H, ,62.4,TRUE,7x7.06x4.39, ,DR Congo,Radiant, ,NA,3,NA
9078,1.22,AGSL,IF,H, ,61.4,NA,6.85x6.89x4.22,Excellent,Botswana,Round,Excellent,60,4,NA
9079,1.35,AGSL,SI1,E, ,62.4,NA,7.04x7.08x4.4,Excellent,Other/Unknown,Round,Excellent,NA,2,NA
9080,1.4,AGSL,SI1,G, ,62.4,NA,7.12x7.14x4.45, ,Russia,Round, ,57,4,NA
9081,1.51,AGSL,VS2,I, ,60.1,NA,7.47x7.43x4.48,Excellent,Russia,Round,Excellent,NA,2,NA
9082,1.29,AGSL,VS1,G, ,62.7,NA,6.93x6.96x4.36,Excellent,Russia,Radiant,Excellent,55,2,NA
9083,1.14,AGSL,VVS2,G,Very good,NA,NA,6.71x6.78x4.1,Very good,Botswana,Princess,Very good,63,2,NA
9084,1.57,AGSL,SI2,G,Excellent,61.4,NA,7.42x7.47x4.58,Excellent,DR Congo,Radiant,Excellent,60,2,NA
9085,2.01,AGSL,SI2,K, ,60.3,FALSE,8.05x8.14x4.88,Excellent,Russia,Princess,Very good,60,4,NA
9086,1.59,GemEx,VS1,J, ,62.3,NA,7.43x7.49x4.65,Excellent,Botswana,Oval,Excellent,NA,2,NA
9087,1.51,AGSL,SI1,I,Good,62.9,NA,7.22x7.27x4.56,Very good,DR Congo,Round,Excellent,59,2,NA
9088,1.5,AGSL,SI1,I, ,NA,NA,7.24x7.32x4.55,Excellent,Russia,Round,Very good,58,4,NA
9089,1.12,AGSL,VS1,E,Very good,59.6,NA,6.7x6.8x4.02,Good,Russia,Round,Good,62,3,NA
9090,1.21,AGSL,VS2,F, ,63.8,NA,6.66x6.73x4.27,Very good,Australia,Asscher,Very good,57,3,NA
9091,1.7,AGSL,SI1,J, ,62.3,NA,7.63x7.65x4.76,Excellent,Russia,Round,Excellent,57,2,NA
9092,1,AGSL,VVS2,D, ,64.2,NA,6.3x6.25x4.03,Very good,DR Congo,Round,Very good,57,4,NA
9093,2.04,AGSL,VS2,M, ,NA,NA,8.26x8.28x4.95, ,Russia,Round, ,58,4,NA
9094,1.5,AGSL,VS2,I, ,61.8,NA,7.29x7.33x4.52,Very good,Angola,Round,Excellent,57,2,NA
9095,1.56,NA,SI1,H, ,62,NA,7.38x7.41x4.59,Excellent,Russia,Round,Excellent,57,3,NA
9096,2.01,GemEx,VVS2,M, ,NA,NA,8.2x8.17x4.96,Excellent,Russia,Radiant,Excellent,NA,4,NA
9097,1.01,AGSL,VVS2,D, ,62.7,FALSE,6.33x6.39x3.99,Excellent,Botswana,Round,Excellent,56,4,NA
9098,1.72,AGSL,VVS2,J, ,61.6,FALSE,7.67x7.71x4.73, ,Russia,Round, ,58,2,NA
9099,1.72,AGSL,SI1,J,Good,NA,NA,7.44x7.58x4.79,Good,Russia,Round,Good,61,2,NA
9100,1.09,AGSL,VS1,F, ,62.2,NA,6.58x6.61x4.1,Excellent,South Africa,Princess,Excellent,56,2,NA
9101,1.2,AGSL,VS2,E, ,60.3,NA,6.84x6.88x4.14,Excellent,Russia,Oval,Excellent,60,3,NA
9102,2.11,AGSL,SI1,L, ,60.5,NA,8.32x8.28x5.02,Excellent,South Africa,Princess,Excellent,NA,4,NA
9103,1.26,NA,VS1,E, ,60.3,NA,7.01x6.97x4.21,Excellent,Australia,Round,Excellent,59,3,NA
9104,1.51,AGSL,SI1,H, ,62.7,NA,7.22x7.3x4.55,Excellent,Russia,Oval,Very good,59,3,NA
9105,1.13,NA,VVS1,G, ,60.2,NA,6.74x6.78x4.07, ,Botswana,Round, ,59,2,NA
9106,1.5,AGSL,SI2,F,Very good,NA,NA,7.15x7.17x4.6,Very good,Russia,Princess,Excellent,58,3,NA
9107,1.51,AGSL,SI1,H, ,59.3,NA,7.51x7.48x4.44,Excellent,Angola,Round,Excellent,61,2,NA
9108,1.79,AGSL,VS1,K, ,62.2,NA,7.76x7.83x4.85,Excellent,Russia,Round,Excellent,NA,2,NA
9109,1.7,AGSL,SI2,H, ,60.9,NA,7.68x7.73x4.69,Excellent,Russia,Oval ,Excellent,NA,2,NA
9110,1.4,AGSL,VS2,G, ,NA,NA,7.14x7.19x4.42, ,Canada,Round, ,NA,2,NA
9111,1.43,AGSL,VS1,H, ,NA,NA,7.15x7.2x4.48, ,Russia,Emerald, ,NA,2,NA
9112,1.7,AGSL,VS1,J, ,NA,NA,7.74x7.75x4.63, ,Russia,Emerald, ,60,4,NA
9113,1.07,AGSL,VS2,D, ,NA,NA,6.59x6.61x4.03, ,Angola,Round, ,NA,2,NA
9114,2.1,AGSL,VS2,L, ,NA,NA,8.31x8.28x5.02,Excellent,Russia,Radiant,Excellent,59,4,NA
9115,1.01,AGSL,IF,F, ,61.5,NA,6.44x6.5x3.98,Very good,Botswana,Round,Good,NA,4,NA
9116,1.5,AGSL,VS2,J, ,NA,NA,7.44x7.41x4.52,Excellent,DR Congo,Round,Excellent,58,2,NA
9117,1.35,AGSL,VS1,G, ,61.6,NA,7.09x7.1x4.37, ,Russia,Round, ,59,2,NA
9118,1.71,AGSL,SI2,H, ,NA,NA,7.8x7.85x4.64,Excellent,South Africa,Round,Excellent,NA,3,NA
9119,2.21,AGSL,VVS2,M, ,62.6,NA,8.26x8.23x5.17,Excellent,Botswana,Round,Excellent,NA,2,NA
9120,2.01,GemEx,SI1,L, ,59.2,NA,8.19x8.24x4.87, ,Russia,Cushion, ,61,2,NA
9121,2.23,AGSL,VVS1,M, ,62.5,NA,8.35x8.28x5.19,Excellent,Botswana,Round,Excellent,57,4,NA
9122,1.5,AGSL,SI2,E, ,NA,NA,7.39x7.44x4.47,Very good,Russia,Round,Good,NA,2,NA
9123,1.51,GemEx,SI2,E, ,60.5,NA,7.39x7.46x4.49,Excellent,Australia,Round,Excellent,59,3,NA
9124,2.01,AGSL,VVS2,L, ,62.9,FALSE,8.03x8.01x5.05,Excellent,Russia,Round,Very good,NA,4,NA
9125,1.61,AGSL,VS2,I, ,62.7,NA,7.45x7.5x4.68, ,Canada,Round, ,NA,2,NA
9126,1.21,AGSL,VS1,F, ,61.9,FALSE,6.78x6.82x4.21,Excellent,South Africa,Round,Excellent,58,2,NA
9127,1.21,NA,VVS2,E, ,62.5,NA,6.77x6.8x4.24, ,Russia,Pear, ,NA,3,NA
9128,1.5,GemEx,VS1,J, ,59.1,FALSE,7.43x7.39x4.38,Excellent,South Africa,Emerald,Excellent,NA,2,NA
9129,1.22,NA,VVS2,E, ,62.6,NA,6.79x6.82x4.26, ,Russia,Cushion, ,58,3,NA
9130,1.51,NA,VVS1,H, ,59.2,NA,7.42x7.5x4.41,Excellent,Angola,Round,Very good,NA,3,NA
9131,1.5,AGSL,SI1,G,Excellent,60,NA,7.4x7.43x4.45,Excellent,Australia,Round,Excellent,62,2,NA
9132,1.53,NA,VS1,I, ,62.3,NA,7.36x7.39x4.59,Excellent,DR Congo,Oval,Excellent,NA,4,NA
9133,2.17,AGSL,VS2,K, ,61.1,NA,8.37x8.41x5.13,Excellent,Russia,Radiant,Excellent,56,4,NA
9134,2.01,AGSL,VS2,K, ,61.6,NA,8.06x8.16x5,Excellent,Russia,Princess,Very good,57,2,NA
9135,1.07,AGSL,IF,F, ,61.8,NA,6.54x6.56x4.05,Excellent,Canada,Marquise,Excellent,57,2,NA
9136,1.5,AGSL,SI1,F, ,62.4,NA,7.28x7.32x4.56,Excellent,Botswana,Round,Excellent,NA,2,NA
9137,1.31,NA,VVS1,G, ,60.8,NA,7.03x7.07x4.29, ,Australia,Round, ,59,2,NA
9138,1.22,AGSL,VS2,D, ,61.2,NA,6.86x6.88x4.21,Excellent,DR Congo,Pear,Excellent,59,3,NA
9139,2.18,AGSL,VS1,L, ,60.2,NA,8.42x8.39x5.07,Excellent,Russia,Round,Excellent,59,2,NA
9140,1.7,AGSL,VVS2,I, ,62.5,NA,7.63x7.61x4.76,Excellent,South Africa,Princess,Excellent,57,4,NA
9141,1.5,AGSL,VS2,G, ,60.5,NA,7.37x7.43x4.48,Excellent,Russia,Princess,Very good,NA,4,NA
9142,1.52,GemEx,VS2,H, ,62,NA,7.32x7.35x4.54,Excellent,DR Congo,Princess,Excellent,58,4,NA
9143,1.26,AGSL,VVS1,G, ,62.2,TRUE,6.87x6.91x4.28,Excellent,Angola,Round,Excellent,57,2,NA
9144,1.51,NA,SI1,F, ,NA,NA,7.42x7.38x4.55,Excellent,Russia,Emerald,Excellent,NA,2,NA
9145,1.51,AGSL,SI1,G, ,NA,NA,7.35x7.38x4.53,Excellent,South Africa,Emerald,Excellent,NA,4,NA
9146,1.71,AGSL,VS2,I, ,62.4,NA,7.63x7.65x4.77,Excellent,Russia,Radiant,Excellent,56,3,NA
9147,0.9,AGSL,IF,D, ,62.5,NA,6.09x6.17x3.83,Very good,Russia,Round,Very good,56,4,NA
9148,1.71,AGSL,VS2,I, ,62.6,NA,7.64x7.61x4.78,Excellent,Russia,Round,Excellent,58,2,NA
9149,1.8,GemEx,SI2,I, ,62,NA,7.78x7.8x4.83,Excellent,South Africa,Round,Excellent,NA,4,NA
9150,2,AGSL,SI1,K, ,57.8,NA,8.28x8.32x4.8, ,Australia,Radiant, ,NA,4,NA
9151,1.71,AGSL,SI2,G,Very good,NA,NA,7.54x7.59x4.78,Very good,Botswana,Round,Very good,58,3,NA
9152,1.51,AGSL,VS2,G, ,63.3,FALSE,7.22x7.25x4.58, ,South Africa,Round, ,NA,4,NA
9153,1.5,AGSL,VS2,G, ,61.6,NA,7.33x7.38x4.54,Good,Russia,Pear,Excellent,NA,2,NA
9154,1.56,NA,SI2,E, ,61,NA,7.44x7.47x4.55,Very good,Canada,Round,Very good,60,2,NA
9155,1.52,AGSL,SI1,G, ,NA,NA,7.4x7.44x4.49,Excellent,Botswana,Round,Excellent,NA,2,NA
9156,1.3,AGSL,VVS1,G, ,62.4,NA,6.92x6.96x4.33, ,South Africa,Emerald, ,NA,2,NA
9157,1.54,AGSL,VS2,H, ,NA,NA,7.37x7.41x4.58,Excellent,DR Congo,Princess,Excellent,57,2,NA
9158,2.02,AGSL,VS1,K, ,61.8,NA,8.09x8.11x5.01, ,DR Congo,Round, ,56,4,NA
9159,2.14,AGSL,SI1,K, ,61.1,NA,8.3x8.27x5.06,Excellent,Russia,Round,Excellent,59,3,NA
9160,1.59,AGSL,VS2,H, ,NA,NA,7.48x7.51x4.58,Very good,South Africa,Asscher,Very good,58,4,NA
9161,2.25,AGSL,VS2,L, ,61.9,NA,8.38x8.41x5.19, ,Russia,Round, ,58,2,NA
9162,1.7,NA,SI1,H, ,NA,NA,7.61x7.56x4.74,Excellent,Australia,Round,Excellent,58,4,NA
9163,1.5,GemEx,VVS2,G, ,58.4,NA,7.47x7.45x4.35,Excellent,Russia,Round,Excellent,62,2,NA
9164,1.52,AGSL,VS1,G, ,60.3,NA,7.45x7.41x4.48,Excellent,Botswana,Round,Excellent,60,2,NA
9165,1.5,GemEx,VS2,H, ,62.3,NA,7.29x7.33x4.56,Excellent,Canada,Emerald,Excellent,58,2,NA
9166,1.26,AGSL,IF,G, ,61.1,NA,6.91x6.97x4.24,Excellent,Canada,Princess,Excellent,60,2,NA
9167,1.7,GemEx,SI1,H, ,62.2,NA,7.6x7.66x4.75,Very good,Russia,Round,Excellent,NA,4,NA
9168,1.7,AGSL,SI1,H, ,61.8,NA,7.62x7.66x4.72,Excellent,Russia,Princess,Excellent,NA,2,NA
9169,1.56,AGSL,VS2,I, ,NA,NA,7.47x7.43x4.56,Excellent,South Africa,Round,Excellent,NA,2,NA
9170,2.06,AGSL,VS2,J, ,62.8,NA,8.14x8.08x5.09,Excellent,South Africa,Round,Very good,58,4,NA
9171,1.5,NA,VS2,F, ,62.3,NA,7.32x7.31x4.56,Excellent,DR Congo,Oval,Very good,NA,2,NA
9172,1.81,AGSL,SI2,G, ,61.9,NA,7.81x7.83x4.84,Excellent,Other/Unknown,Oval,Excellent,56,2,NA
9173,1.7,AGSL,SI1,G, ,62.2,NA,7.57x7.61x4.72,Very good,Russia,Pear,Very good,NA,4,NA
9174,1.57,AGSL,VS1,E, ,61.4,FALSE,7.46x7.52x4.6,Excellent,Russia,Round,Excellent,NA,3,NA
9175,2.09,AGSL,IF,L, ,58.9,NA,8.35x8.41x4.94,Excellent,South Africa,Round,Excellent,NA,2,NA
9176,1.17,AGSL,VS1,D, ,61.8,NA,6.74x6.78x4.18,Excellent,Angola,Round,Excellent,NA,4,NA
9177,1.52,AGSL,VVS1,H, ,60.9,NA,7.38x7.42x4.5, ,Botswana,Princess, ,60,2,NA
9178,2.21,GemEx,VS1,K, ,62.8,NA,8.28x8.34x5.21, ,DR Congo,Princess, ,57,2,NA
9179,1.4,AGSL,VS1,F, ,63.1,NA,7.14x7.17x4.52,Very good,Russia,Princess,Very good,54,4,NA
9180,1.81,AGSL,VS1,I, ,63,NA,7.66x7.71x4.84,Very good,Russia,Princess,Very good,57,2,NA
9181,3.03,AGSL,SI2,M, ,63.5,FALSE,9.06x9.12x5.77, ,Russia,Round, ,58,4,NA
9182,1.1,AGSL,VVS2,D, ,62.1,FALSE,6.59x6.63x4.11,Excellent,Russia,Round,Excellent,NA,4,NA
9183,1.64,AGSL,VS1,H, ,NA,NA,7.61x7.65x4.64,Excellent,Botswana,Round,Excellent,59,3,NA
9184,2.12,AGSL,SI1,J, ,NA,NA,8.4x8.37x4.98,Excellent,Botswana,Emerald,Excellent,NA,2,NA
9185,2.51,AGSL,SI2,J, ,64.2,NA,8.48x8.54x5.47,Excellent,Russia,Round,Excellent,58,2,NA
9186,2.18,AGSL,SI2,I, ,62.9,NA,8.21x8.25x5.17,Excellent,Botswana,Round,Excellent,57,2,NA
9187,2.2,AGSL,SI1,J, ,61.3,NA,8.4x8.37x5.14,Excellent,Russia,Princess,Excellent,57,3,NA
9188,1.52,GemEx,VS2,F, ,NA,NA,7.39x7.41x4.55,Excellent,Australia,Radiant,Excellent,59,3,NA
9189,2.02,AGSL,SI2,H, ,63.3,NA,7.94x7.99x5.05,Very good,DR Congo,Marquise,Excellent,58,2,NA
9190,1.3,AGSL,VS1,D, ,61.9,NA,6.94x6.98x4.31,Excellent,Australia,Radiant,Excellent,59,3,NA
9191,1.71,GemEx,SI1,H, ,62.4,NA,7.61x7.65x4.76,Excellent,Botswana,Round,Excellent,58,4,NA
9192,1.5,AGSL,VS2,F, ,62.4,NA,7.26x7.31x4.55, ,Russia,Round, ,56,2,NA
9193,2.05,AGSL,VS1,J, ,62.1,NA,8.1x8.17x5.05,Very good,Canada,Round,Very good,56,2,NA
9194,1.5,AGSL,VS1,E, ,64.2,TRUE,7.18x7.21x4.62, ,DR Congo,Pear, ,NA,3,NA
9195,1.62,AGSL,IF,H, ,61.5,NA,7.46x7.57x4.62,Excellent,Russia,Princess,Very good,60,2,NA
9196,2.21,AGSL,VS2,J, ,62.4,NA,8.33x8.28x5.18,Excellent,Botswana,Round,Excellent,NA,4,NA
9197,1.11,AGSL,IF,D, ,60.2,NA,6.69x6.72x4.04, ,Australia,Asscher, ,60,2,NA
9198,1.7,AGSL,SI1,F, ,NA,NA,7.69x7.72x4.72,Very good,Russia,Round,Excellent,60,2,NA
9199,1.5,AGSL,VS1,F, ,62,NA,7.35x7.32x4.55,Excellent,South Africa,Round,Excellent,57,4,NA
9200,1.9,AGSL,SI1,H, ,63.1,NA,7.9x7.86x4.97,Excellent,Russia,Round,Excellent,55,3,NA
9201,2.57,AGSL,VS2,L, ,61.4,NA,8.77x8.81x5.4, ,Angola,Round, ,59,2,NA
9202,1.5,AGSL,VVS1,G, ,61,NA,7.4x7.34x4.5,Excellent,Russia,Emerald,Excellent,NA,4,NA
9203,2.02,AGSL,SI1,I, ,59.3,NA,8.28x8.25x4.9,Excellent,Botswana,Round,Excellent,60,2,NA
9204,2.08,AGSL,SI1,I, ,61.5,NA,8.22x8.2x5.05,Excellent,Botswana,Emerald,Excellent,58,3,NA
9205,2.02,AGSL,SI2,H, ,59.5,NA,8.24x8.21x4.89,Excellent,Angola,Round,Excellent,60,3,NA
9206,2.11,AGSL,VS2,I, ,NA,NA,8.14x8.16x5.09, ,South Africa,Round, ,NA,2,NA
9207,1.7,AGSL,SI1,D, ,62.4,NA,7.65x7.6x4.76,Excellent,Botswana,Asscher,Excellent,58,2,NA
9208,2.23,AGSL,VS1,J, ,62.6,TRUE,8.37x8.33x5.22,Excellent,Angola,Princess,Excellent,57,3,NA
9209,1.51,NA,VVS1,G, ,NA,NA,7.26x7.3x4.62,Very good,Russia,Marquise,Excellent,NA,4,NA
9210,2.09,AGSL,SI1,J, ,62.7,NA,8.15x8.19x5.12,Excellent,Russia,Princess,Excellent,56,2,NA
9211,2,AGSL,VS2,K, ,61.4,NA,8.14x8.12x4.99,Excellent,Russia,Oval,Excellent,58,3,NA
9212,1.31,AGSL,VVS2,D, ,62.2,NA,7.02x7x4.36,Excellent,Russia,Round,Excellent,56,2,NA
9213,1.61,GemEx,VVS1,G, ,62.8,NA,7.49x7.46x4.69,Excellent,Botswana,Emerald,Excellent,55,2,NA
9214,2.02,AGSL,SI2,H, ,62,NA,8.08x8.1x5.02,Excellent,Russia,Round,Excellent,57,3,NA
9215,1.58,GemEx,VS2,D, ,61.5,NA,7.44x7.47x4.58,Very good,Botswana,Oval,Excellent,60,4,NA
9216,2.14,AGSL,SI2,I, ,62.3,NA,8.19x8.22x5.11,Excellent,Russia,Round,Excellent,58,3,NA
9217,1.73,GemEx,VS2,G, ,62.4,NA,7.61x7.66x4.76,Excellent,Botswana,Round,Excellent,59,4,NA
9218,2.03,AGSL,SI2,H, ,60.6,NA,8.16x8.2x4.96,Excellent,Australia,Radiant,Excellent,NA,2,NA
9219,1.73,GemEx,SI1,E, ,60.2,NA,7.77x7.78x4.68,Excellent,Botswana,Round,Excellent,60,4,NA
9220,1.42,AGSL,VVS2,D, ,62.7,NA,7.04x7.1x4.44, ,Canada,Round, ,NA,2,NA
9221,1.53,AGSL,VS1,E, ,62.3,NA,7.34x7.38x4.58,Excellent,Zimbabwe,Round,Excellent,58,2,NA
9222,1.63,AGSL,IF,H, ,62.4,NA,7.49x7.52x4.68,Excellent,Australia,Round,Excellent,57,4,NA
9223,2.01,AGSL,SI2,G, ,60.4,NA,8.12x8.15x4.91,Excellent,Australia,Princess,Very good,60,2,NA
9224,1.71,AGSL,VS2,F, ,62.5,NA,7.61x7.65x4.77,Excellent,Canada,Round,Excellent,NA,4,NA
9225,2.73,AGSL,VS2,K, ,62.3,NA,8.83x8.87x5.51,Very good,Botswana,Round,Very good,60,4,NA
9226,1.96,AGSL,VS2,H,Very good,NA,NA,7.99x8.1x4.92,Very good,Angola,Asscher,Very good,NA,4,NA
9227,2.03,AGSL,SI1,H, ,NA,NA,8.06x8.11x5.04,Excellent,Russia,Radiant,Excellent,NA,4,NA
9228,2.06,AGSL,SI2,H,Excellent,61.5,NA,8.09x8.23x5.02,Very good,Russia,Round,Very good,NA,2,NA
9229,1.7,GemEx,VS2,E, ,59.3,NA,7.77x7.82x4.62,Very good,Australia,Round,Very good,57,4,NA
9230,2.01,GemEx,SI2,H, ,59.6,NA,8.16x8.21x4.88,Excellent,DR Congo,Round,Very good,61,2,NA
9231,1.96,GemEx,VS2,F,Good,NA,FALSE,8x8.11x4.99,Very good,Australia,Round,Fair,NA,4,NA
9232,2.01,AGSL,VS1,H, ,65.6,FALSE,7.81x7.84x5.13, ,Australia,Round, ,57,2,NA
9233,1.51,AGSL,IF,G, ,62.2,NA,7.29x7.32x4.55,Excellent,DR Congo,Princess,Excellent,57,3,NA
9234,3.23,AGSL,SI1,M, ,62.2,NA,9.41x9.48x5.88, ,Russia,Round, ,57,2,NA
9235,3.01,AGSL,SI1,L, ,61.4,NA,9.25x9.32x5.7, ,Russia,Oval, ,60,2,NA
9236,2.09,NA,SI1,I, ,62.2,NA,8.15x8.21x5.09,Excellent,Botswana,Emerald,Excellent,56,3,NA
9237,2.47,AGSL,SI1,J, ,NA,NA,8.67x8.72x5.3,Excellent,DR Congo,Round,Excellent,NA,4,NA
9238,2.03,AGSL,SI2,E,Very good,NA,NA,8.07x8.15x5,Excellent,Australia,Asscher,Excellent,61,2,NA
9239,2.13,AGSL,VS2,J, ,60.6,NA,8.33x8.29x5.03,Excellent,Russia,Round,Excellent,NA,2,NA
9240,2.3,AGSL,VVS1,K, ,60.3,NA,8.51x8.6x5.16,Very good,Russia,Radiant,Very good,58,4,NA
9241,1.51,AGSL,VVS1,F, ,61.9,NA,7.33x7.36x4.55,Excellent,DR Congo,Round,Excellent,58,2,NA
9242,1.71,AGSL,VS2,E, ,60.8,NA,7.67x7.71x4.67,Very good,Botswana,Marquise,Very good,56,2,NA
9243,3.01,AGSL,SI1,L, ,NA,NA,9.24x9.28x5.73, ,Other/Unknown,Oval, ,NA,2,NA
9244,2.09,AGSL,SI1,G, ,NA,NA,8.2x8.23x5.07, ,Canada,Marquise, ,NA,2,NA
9245,2.01,GemEx,SI1,G,Good,NA,NA,7.78x7.87x5.12,Good,Russia,Round,Good,59,4,NA
9246,2.01,NA,SI2,G, ,NA,NA,8.2x8.24x4.86,Excellent,Australia,Marquise,Excellent,61,2,NA
9247,2.27,AGSL,VS2,I, ,62.2,NA,8.4x8.45x5.24,Very good,Botswana,Round,Excellent,55,2,NA
9248,2.51,AGSL,SI2,I, ,62.8,NA,8.65x8.68x5.44,Excellent,Russia,Radiant,Excellent,55,2,NA
9249,2.01,AGSL,SI1,H,Excellent,61,NA,8.08x8.11x4.94,Excellent,Zimbabwe,Round,Excellent,60,2,NA
9250,2.03,AGSL,VVS1,H, ,60.4,NA,8.23x8.18x4.95,Excellent,Russia,Oval,Excellent,58,4,NA
9251,2.12,AGSL,SI1,I, ,NA,NA,8.18x8.2x5.08,Excellent,Russia,Round,Excellent,58,2,NA
9252,2.01,AGSL,VS1,I, ,60.9,FALSE,8.13x8.16x4.96,Excellent,Botswana,Princess,Excellent,58,2,NA
